file,raw_idx,action,flag
foundation_grants_phase2_expansion.csv,966,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1285,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1286,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1589,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1590,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1279,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1280,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1282,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1283,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1284,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1288,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1289,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1290,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1291,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1292,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1293,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,969,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,970,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,971,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,972,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1302,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1303,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1304,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1603,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1604,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1894,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1895,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1896,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1306,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_phase2_expansion.csv,1307,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_geocoded.csv,5123,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_geocoded.csv,5124,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_geocoded.csv,5080,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_geocoded.csv,5081,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_geocoded.csv,5129,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_geocoded.csv,5130,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_geocoded.csv,5070,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_geocoded.csv,5071,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_geocoded.csv,4925,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_geocoded.csv,4926,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_geocoded.csv,4952,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_geocoded.csv,4953,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_geocoded.csv,5136,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_geocoded.csv,5137,keep-flagged,Two source line items; award-level distinctness not independently verified.
foundation_grants_geocoded.csv,4912,keep-flagged,Two source line items; award-level distinctness not independently verified.
